text	label
i have to wait till i can go	1
haha i know but i do n't know what i mean	1
my mom is going to be in the er for the	1
its been a while since we 've had	1
early night in a few minutes	1
i have to wait till november	1
so much to learn for my exams tomorrow	1
i have to go back to school	1
your tweet is just included in your own love can	1
making a new twitter background for my new blackberry and my new phone is so cute i love	1
oh and the sun is shining	1
wishing i could go back to bed	1
very sad to see you leave	1
margaret is the only reason why	1
the weather forecast has been cancelled	1
omg i love that song i love the song	1
loved it and the sun is shining and i am	1
the sun is shining in my room	1
it 's a good thing i have a lot of things to say about it	1
i have to wait till i get home from work and i'm not tired	1
i am not sure if it 's a good idea	1
for the record of the day	1
cringe i have n't been on twitter in ages i 've been busy	1
i am not a big deal	1
thank you so so so much	1
i'm going out to eat some waffles	1
my phone died and i have no	1
off to bed i have a headache and	1
still waiting for my new phone to arrive	1
sitting at home with a sick little boy	1
training is a bit more fun than the first one i have	1
is it just that i have n't been	1
disney is the bomb of my existence	1
now i'm off for a shower	1
ac and a new phone for my new iphone 3g	1
aw man i wish i was there	1
oddly i have a lot of homework	1
currently listening 2 the rain on my way to the beach	1
hmm i'm going to miss my connecting	1
i'm so glad you had a great day	1
oh and i have a feeling it 's gonna be a good day	1
monitor 's dead and i'm not sure if i can do anything	1
hopefully i can get a new phone	1
thank god i have a job	1
next time i 'll be there	1
currently watching a documentary with my sister	1
but it 's not the best i have to do today	1
yoga and a bit of a headache	1
gonna go to sleep now i think	1
just finished my first exam and now i'm off to bed goodnight	1
well i guess it 's just a little too	1
it 's a beautiful morning in the city	1
will be back in the next few days	1
just finished my last day of school and then going to bed	1
field trip is cancelled due to rain	1
both of you have a great time	1
i have a feeling i 'll have to wait until next year	1
baby is sick of the rain	1
nice day today and i'm stuck inside working	1
on my own to work on my	1
oh i know i know i was just joking and thought i 'd	1
hmmm i have to go back home to get some	1
no i do n't have a job	1
i have to wait till november to	1
agreed i have a feeling it is n't	1
had to go back to the dentist today	1
i have to go to work tomorrow	1
do n't know what 's wrong	1
here 's a pic of you and your	1
i'm so sorry i did n't make you	1
i'm going out to eat with my mom	1
i am not sure if i should have a job	1
not a fan but it 's a good thing	1
i'm so sorry to hear about the	1
i'm so glad i got to see him again today i miss her so much	1
tired and i do n't want to be	1
might be able to get a new one	1
had to go to the dentist today	1
but i have to work tomorrow	1
do n't worry i 'll have a lot to do today and i will be back in a bit	1
looks promising i have a lot to learn	1
i'm so sorry i missed your tweet	1
should i go to the gym today or not i have a	1
im so tired i want a nap	1
off to bed now goodnight tweeters	1
on the way to the airport	1
watched a movie and it was a good movie	1
eric is a big ass fan of the	1
love you and your family and you	1
lol i was just wondering how i	1
i have a headache and i have a sore neck	1
um i'm not sure if i 'll be able	1
dont' want to go back to school tomorrow	1
google wave does not work for me	1
ohh well i guess i 'll be back soon	1
i have a headache i feel nauseous and i feel nauseous and gross and i feel sick and sick	1
having to get my hair done today	1
i have to wait until i can get a new one and it 's not working	1
i'ma be in the office for a while then i	1
lots to do today and it 's raining outside	1
your welcome i hope your day gets better soon i love you so	1
i have to wait until november	1
or just the one who knows	1
damn it 's raining again i think i might have a fever and	1
watching a movie and then getting some sleep and watching the mtv	1
home alone after an amazing night with the family	1
wooot i am so tired of this	1
i have to wait until november to see my	1
even though it was n't a good idea to get it done	1
minneapolis is the greatest movie ever and	1
just got home from the mall and i feel	1
is it possible that you are a little bit biased	1
buy the sims 2 for my iphone 3g s and i ca n't wait for the movie	1
i have to wait till november	1
sign up for a new job	1
bn in the office with the girls	1
tomorrow is the day of the day i	1
still waiting for my new iphone 30 software	1
have a great time at the wedding	1
have to go back home to get	1
awww i love you so much you are my inspiration	1
this week is gonna be fun but i have a lot to learn	1
i am so sorry i missed your show	1
i'm so sorry to see that you 're having such	1
okk so you 're not the only one who cares	1
i am so sorry to see you go	1
iphone os 30 is n't supported yet	1
yes i am a bit biased	1
i am so sorry to see you go	1
i am so tired of this stupid	1
i have a feeling i 'll be able 2	1
mmmm yum i think i might have a	1
i have to wait until i get my new laptop	1
only one day of work left to do	1
for some unknown reason i am so	1
grrrr my stomach is killing my head	1
man i wish my mom was n't so sick i	1
i have to wait until i can go home	1
when i get back from the beach i will be there	1
does anyone else have a problem	1
i am not sure i can do it	1
yes i am a bit biased but	1
looks like i have a lot to	1
i have to go to the dentist tomorrow and	1
will you ever get a chance to see the new moon trailer on	1
i have to wait until november to get my new iphone	1
another beautiful sunny morning in london	1
my phone is dead so i'm not able to update it	1
i am so sorry to hear about the air	1
okayyy i am going to bed now i have a headache and it	1
aw man that 's so sad	1
no i did not get to go	1
i am not sure i 'll get to go to school	1
i am not a big deal but i am a little bit biased	1
i am so tired i ca n't go back 2 bed	1
grocery store and the new moon	1
i am so tired i have to go to work tomorrow	1
haha i love you so so so	1
my phone is dead and i'm dying	1
and the weather is so nice	1
however i have to go back home	1
im so tired and i have a	1
great to see you on twitter	1
we 'll have to wait until next year	1
on the way to the airport	1
i am not a fan of the new iphone but i have	1
bout 2 get my hair done and then off 2	1
took a nap but i did not want it	1
i am not sure i 'll be there	1
i am not sure if it is the same as i	1
i have to wait until november	1
i am so sorry i could not	1
ca to sleep comfortably and my throat is hurting	1
i have to wait until november to see the movie	1
in a lot of mood i have to go back	1
slept in today woke up at 530	1
says it is a good thing	1
sleeping at the hotel with my mommy	1
is going to bed now nighty nite	1
so much to learn from my phone	1
oh i know i know i was n't	1
you are so sweet i am so happy	1
so much to learn from my phone but it is n't workin properly	1
for the first time i 've been to the	1
hobby is a great place to be a great person	1
made it to work today and it was	1
i'm so glad you had a good time	1
needed to go to the gym	1
ok i 'll be back in the morning i	1
now i'm off to the gym to get my nails done and get my nails	1
thanks for the follow friday mention	1
thanks for sharing the word about the new	1
i have a feeling it 's going 2 rain	1
i have to go to work	1
ugh my head is killing me	1
i'm going out to eat with the fam and then to	1
the sun is shining in the sky and it 's so	1
the weather forecast has gone away and i am stuck indoors doing	1
5th grade is a great movie	1
i am so sorry i missed you last	1
just finished my first ever workout of	1
had to get up at 530 am to get up early	1
i have to go to the doctor	1
had a good time with my friends	1
so i have to wait for the new	1
this is a good day for me	1
when you get back from the show	1
about 2 get ready for work i have	1
i am so tired i have to work	1
lol yeah i was just thinking about that too	1
wanted to see you guys again but it 's sold	1
is it possible to be a little more sensible than	1
i have to wait until i can go to the beach	1
thanks to everyone for the follow friday love	1
not sure if it was the case	1
well it 's a good day for me to get out and enjoy it	1
who knew you would be able 2	1
or maybe i 'll be able 2	1
now i can go back to bed	1
i'm going to be a little bit homesick	1
nearly finished with the last one	1
majorly bummed i missed the last episode of the season	1
agh my mom just told her to take	1
midterm tomorrow and then going to bed i have to work tomorrow morning	1
your tweet was just me ease your back	1
finishing my first day at work	1
well i guess i have a lot of work to catch on	1
can you please send a shout	1
yeah i am so glad i got to see you guys in london	1
but it was n't the same	1
actually it 's a good thing	1
i am so sorry to see that you	1
on the phone to my mom and	1
last night was fun and now i feel sick	1
maybe you should have been there for	1
lt333 i have a feeling i will have	1
for the record of the day	1
i have to go back to school	1
im so tired i want to sleep	1
you 're welcome to join us on twitter and i will be	1
monday night is the last day of the week	1
awwww i miss you so so so much i miss u so so so so much lt3	1
i am so tired i have a	1
but it was n't that good i had to go to the dentist	1
a lot of people have been beaten	1
i am not a fan of the dark	1
been a while and i 've been to the gym and now i am	1
i am not a fan of this one	1
and the weather is so nice	1
pleased with my life and my friends	1
filled with the kids at home	1
good luck with the interview today i hope you have a good day too and i 'll have to get up at 5 am tomorrow morning	1
i am not a fan of the new moon	1
but it was a great show	1
ah well it was fun to see the sun	1
lost the first one in the last few weeks i	1
hm i am not a big loser	1
i have a headache and i ca	1
i'm going out to eat with the family and my friends	1
well it 's a good thing	1
disconnecting my phone with my phone	1
blinking my heart with a broken ankle and	1
thankfully it 's a bit chilly outside and	1
anyway i'm not a fan of the dark	1
looked forward 2 seeing the hangover	1
yeah i know but i do n't know how to use it	1
i am not a big deal but i'm not sure	1
i have to wait until november	1
bon diego and i are going to	1
bol is the best i can get	1
gloomy days in the office today and the weather forecast	1
i am not a big deal	1
and i have to go to work	1
come to the show and get me some	1
wow i just got a twitter account	1
i have to go back to work tomorrow	1
i'm going out for a walk with the	1
i am so tired i ca my phone	1
there is a spider on the ceiling	1
ok i am off to work	1
i am so sorry i missed your tweet	1
i'm going out for a walk with the	1
anna is so sad that she is n't here	1
sun burnt and a bit of rain	1
my phone is dying i ca n't get	1
i have to go back home	1
about 2 go to sleep now	1
i'm going to be a little bit smarter today	1
and the weather is so nice	1
i have a headache and i ca	1
girl i was just wondering if you	1
nope i have n't been on here in ages but	1
are you going to the concert tonight	1
2 more days till i get to see my family	1
12 days till my bday is n't	1
book of my life and i have a lot of work to write	1
see you on the other side of town i 'll be there	1
maybe i should have been there for a while	1
call 911 for a while and get some rest and get your ass kicked in the morning	1
is going out to eat some hotdogs and then going to the	1
i am not a big fan	1
ever been a good night for a	1
how did you get a picture of	1
hear it was a good day for	1
gettin a new phone for the iphone	1
i have to go back to school	1
ended the day at work today	1
just finished my last day at work today	1
i am so tired i have to go back home to study	1
wtf i do n't want to go to work today	1
damn it i was so excited	1
im not going to the show tonight i	1
omg my phone died i was so upset when it died i was just thinking about the new iphone i have to go back to the one	1
peter pan is a genius and a good friend	1
cant believe how much i missed my phone	1
i have to go back home to work	1
out of my house and i am	1
i am so sorry i could n't make the cut	1
sorry i missed you last night i was n't there	1
i have to go to work tomorrow and i'm not ready to be	1
i have to go to the dentist tomorrow	1
congrats on the award you 're the	1
and i do not know what to do	1
for the record of my new twitter background	1
both my friends are going overseas	1
i am so tired i ca n't go to bed	1
i have to wait till i can go	1
only one day of work left to do this	1
have to go to the dentist	1
i'm going out for a walk	1
thats what you get for being the only one who	1
leaving for the beach in a bit	1
hope it 's a good one for you	1
sick and tired of the rain and	1
i'm so glad you 're having a great	1
need to go to bed now	1
yes it is a great song to	1
well it was n't the best of my friends and i have a feeling i 'll have to wait till tomorrow to see if i 'll	1
i am not a big deal but i'm not sure	1
am not sure if i should get	1
i am so tired i ca my phone	1
back from a very very very very very good night at work	1
did you see the jonas bros	1
i am not a big fan of the dark and	1
i have to go to the doctor	1
lol yeah it 's been a while since we 've been in a long periods of	1
oh i know i was so sad	1
ok so i'm not sure if i 'll be allowed for	1
and i do n't know what i	1
just finished my last exam and now i'm going back	1
is it possible to get the new	1
sorry to hear about the car accident	1
really wants a blackberry but i have no idea	1
i am so tired of this	1
nooo i have to go to school tomorrow and then work	1
my phone is dead and i ca n't get my phone to work	1
this is the first time i have been in the office	1
i have a feeling it wo me	1
im so tired i cant fall back to sleep	1
does n't want her 2 go back	1
i'm so glad i got to go	1
i'm going to be in a lot of trouble today	1
her husband is a big brother and i love	1
i'm going out to dinner with the family	1
nah it 's not the same as the old one	1
going to bed now goodnight tweeties i 'll be back soon	1
i have a feeling it wo n't be a long time	1
i'm going to miss you too much i miss my	1
plus it is n't the same without	1
lol yeah i was so excited	1
is going out for a walk with the family and the	1
i have a headache and it 's a little sore and	1
yeah i know but it 's not a problem i do n't know what to say	1
first time i 've ever seen the new star trek movie i 've been on it for a few days	1
dinner with my family then going to the mall	1
i'm going out for a run with the girls and then off to the park	1
i am not a fan of the new moon	1
it 's not a good day	1
write a song for the first day	1
last night was fun and now i have to go to	1
crap i have a feeling i will be able 2 go to the doctor 's	1
i am not a fan of the dark	1
i have a headache and it hurts	1
well i guess i have a cold	1
i have a feeling it wo me but i have a feeling i will have	1
do n't know what to say	1
is going out to dinner with my family and friends to	1
i'm so glad you had a great time with	1
lol i was n't expecting to be there	1
we 're all in the middle of nowhere	1
while you 're at it i will be in a	1
still waiting on the results to come	1
27 more hours of school left to go	1
i am so tired i ca n't sleep	1
sittin in the office with the kids and watching the	1
lmao yeah i was so excited about it	1
has a sore throat and a sore neck	1
day off work today but i 'll	1
at the hospital with the girls	1
taking a break from my trip	1
sleep time is n't that bad especially if	1
most likely not a good thing	1
i have to wait until i can get my new laptop	1
jb 's album is amazing i love it	1
that is the saddest thing i have ever seen	1
yes it 's a great song	1
but it 's a good thing i	1
one of the best things i have	1
i'm going out to dinner with the family	1
a lot more than i can	1
i have a headache i feel like a bad	1
then you can go to bed	1
thought you were gonna go to bed early	1
saturday night with my family and friends and	1
i have a feeling it 's gonna be a good	1
is it possible to get a job	1
sorry i did not make the cut	1
t is the best way to spend the	1
all i can say is i ca	1
get me some slack and get a	1
a little late for the day ahead	1
i am so tired i have a	1
good luck on your exams today i hope you have a	1
in a few minutes i will have a	1
relaxing with my mom and my sister and sister	1
are you going back home to the uk	1
i am not sure i can get it to work	1
rethink the day off with my mom and my family and my family and my friends	1
i have to wait until november to get my new iphone	1
i am not sure i 'll be able to make a	1
does anyone else have a problem with the new moon	1
i have to go to work	1
aww man i wish i was there to see u	1
hope it goes away for the rest	1
i am so tired of being sick	1
ps you 're so sweet i love your new pic and i want	1
i am not a big deal but i'm sure you will	1
but it 's a good thing	1
i have to go back home to work on my	1
how do you know how much you	1
no i do not have any	1
inappropriate day at work today i think	1
until the last day i 'll get to see my friends again	1
i am not a fan of the new moon trailer i am	1
wow that is so sweet of u	1
too bad i have to go back	1
im so sorry to hear that i love your music	1
waiting to see if i 'll be back	1
no i do not have any of my friends	1
noo i have a feeling i 'll have to go to the doctor tomorrow	1
at least i have n't eaten anything yet i have a headache	1
i am not a fan of the new iphone	1
not sure i can get a decent	1
lola 's house is a little too small	1
i am not a big deal but i'm not sure if it	1
but i have a feeling it will be the	1
my phone died i had to go back	1
you 're welcome i love you too i 'll try	1
i have a feeling i will be in the same	1
great day for the rest of the week and i am going to be in the hospital for a few days and i 'll miss you guys	1
borrowed the first one to the first	1
with the girls and their family and	1
but it 's not working for me either	1
bet you are a good friend	1
i am so tired i ca n't go to sleep i	1
woohoo hooo hoo hoo i have to work	1
i have a feeling i will be in a bad mood	1
singing with the girls for a bit	1
susan boyle is on the trending topic	1
hmmm i'm so tired i ca n't sleep and i ca my sleeping habits	1
that is the best thing to do	1
i am not a big deal but i do n't have any money to	1
i am so sorry to see you guys are	1
best day of the year and i am	1
lock up my new twitter account	1
i have a headache and i ca	1
gotta go to work now i have a	1
i am so tired of this	1
my phone died i had to go back to work today and	1
nor the other day is going to suck	1
im so sorry to see that you 're not feeling well today	1
i have a headache and i ca	1
my mom just called 911 and she said he 's	1
sun is shining and i'm stuck in a dark	1
in a lot of mood i think i 'll go back	1
i am not a fan of this one but i have	1
i am not sure if i can get a new one	1
i am so sorry to hear about your loss	1
i am not a fan of the dark	1
myspace has been suspended for a few days	1
hope you 're feeling good soon and	1
finally got my new laptop back	1
ohhhh i love the song you guys are amazing	1
d i'm so sorry i missed your show	1
got a lot of work to finish	1
o i wish you were here	1
thank god for the new iphone	1
ca n't believe it 's monday	1
is it just me or does it have a	1
everytime you see it you 're a good girl and you	1
i have a headache and i have a sore neck	1
all the way from my house	1
i am not sure if i should be allowed	1
why do n't i get my own phone back	1
studying for my exams and then studying	1
i am not a big deal	1
playing with the kids at the pool	1
had a good day today and now i have a headache	1
i have a feeling it 's gonna be the last one	1
at the hospital with my dad	1
i have to wait until i get home from	1
i have to wait till i can get a job	1
lol yeah i was just thinking about it but i think it was a good idea	1
highlight the last few weeks of my vacation	1
it was a good day for a	1
is going to bed now nighty night everyone	1
hope you have fun in your new york trip to the philippines and the show is on the same night	1
anyone else having a bad time	1
i have to go to the doctor today	1
but i do not want it	1
he 's not even in my house	1
i am so sorry to see that	1
aaww that 's so sad i love	1
i am so sorry i missed your show	1
aww i wish you were here to see	1
hope you have a great weekend too	1
mind i have to work today	1
too much work for me today	1
lets hope it goes away soon	1
of all time low is the best way	1
my phone is dead and i ca n't get my phone to work	1
i have a feeling it wo me but i have a headache	1
he 's not even a happy camper	1
starting the day off with a slight	1
i am not a big deal	1
no one wants to talk to you on msn anymore	1
my mom is going home today and she 's going to have	1
4 more hours of work then home to study	1
it was a good day for me and i	1
not sure if i 'll get any of this done before	1
cannot wait for the next one to be	1
this week is gonna suck so bad i have a headache	1
when you get back to your tweets	1
but i have to go back to school	1
if i had the money i would have	1
when you 're in the uk i will be in the same boat as i do n't	1
i have to wait till november	1
the sun is shining and i'm going	1
not sure i 'll be doing much today but i'm sure it 'll work	1
i am so sorry to see that	1
i am not sure if i can make	1
yes it 's a good idea to get a new one but it 's not working properly	1
haha yeah i know i was so sad	1
still have a lot of homework to do today	1
yeah i am a bit worried	1
aww i wish you could come to the party tonight	1
up early for work in the am	1
ugh i have to work today	1
i am not sure if it 's just a cold	1
i have a headache and i have to go back to work	1
i have to go back home	1
mitchel musso is the greatest singer	1
man i'm so sorry to see that	1
damn i have to work today	1
help meee i 'll have to get	1
i am so tired of being sick and tired	1
is going out for a run	1
there 's a spider in the sky	1
linked to my twitter page and now	1
so i guess i have a cold	1
at least you 're not alone	1
kev 's not here to make it	1
hey there how 's the weather	1
i have to wait till november	1
weekend was great but i was in a good way	1
it 's not a bad thing	1
meant the new iphone 3g s but it 's still not available yet so	1
can you please send me your address	1
i have to wait till november	1
you are so sweet and sweet and	1
do n't worry i 'll have to wait till tomorrow	1
this is the first time i 've ever been so excited	1
twitter is n't letting me upload a picture to the	1
i have a headache i feel nauseous and i feel like	1
getting a little choked up for my birthday party	1
i'm going out to eat some dim chicken	1
i have to go to the doctor	1
aww i love that show too	1
i am not sure i can do that	1
i'm going to miss my connecting class	1
so i guess it is n't the same as i thought it was going	1
os 3 is n't available yet so i'm not going to be online for a while now i 'll be in a long	1
i am not sure i can do it	1
was just thinking of you and the other	1
mini is the only one i can get	1
twitter wo n't let us change my background image to my	1
i have to wait till november	1
all i can do is eat and eat a slice	1
yah i have a feeling it 's going to be a good	1
we 're going out for dinner	1
then you 'll be able 2 go	1
there is no way i could get it	1
sending a link to my new blog	1
preparing for a long weekend of cleaning	1
at the hospital waiting to board	1
i have to wait till november	1
and i have a headache and i have a sore throat and i feel nauseous	1
this week is going to be a long	1
but i do not have a choice to go	1
when you 're on the computer i 'll send it back	1
this week is going by so fast i think	1
i have a feeling it 's going to be the last one	1
selling my new phone and it 's not even	1
had a great time with the girls	1
sick and tired of being a girl and	1
i'm so sorry to see that you 're having such	1
going out to eat some hotdogs and watching	1
being sick sucks and i have to go to school	1
ugh i hate when people do that	1
let me know when you 're ready to	1
you 're welcome i love you	1
you 're welcome i love you	1
mom 's making me go home	1
they 're all expired and i'm so	1
at the airport with the family	1
had to go to work today and i have to go	1
i am so tired i ca my phone	1
off for the night and then to the gym with my mom and dad then off for the night	1
my phone died and now i have to get	1
will be back in the next few weeks	1
tummy ache and i ca n't go	1
i have to go back to work tomorrow	1
should i be a little bit more productive than i am	1
10 minutes to go and i 'll have	1
wishes i could go back to bed	1
i am so sorry to hear that	1
no one wants 2 talk to me anymore	1
i am not sure if i should be allowed to go back	1
i have a headache i feel like crap	1
hei you are the only one that has ever	1
oh and the sun is shining and i'm	1
my phone is dead and i have to get up early	1
choking up my ankle on my bike	1
my phone is dead and i ca n't get it back on	1
each time i see it i will	1
is going out for the night	1
hiiii you 're a good friend	1
i have a headache and it 's a little sore	1
my mom is going to be in town today and	1
i have a headache i feel nauseous	1
sounds like a good plan to see	1
i am not sure if it 's just a bad idea	1
at least i can go to bed	1
i'm going out for the night with the fam	1
someone stole me on the bus	1
computer has been delayed and i ca n't find	1
not a good day for me	1
well i am going out for the	1
i am so tired of this	1
i am so tired i have to go back to school	1
then i 'll have a few beers and a beer	1
hi there i love you too	1
i am so tired of this stupid	1
i am not sure if it is the same as i	1
i am so tired i ca n't sleep and i'm so sleepy	1
i am so tired i ca my sleep patterns	1
hi i am so sorry to see	1
at least i have a good one	1
it was a good one but i	1
order a new one to my phone	1
i have a headache and it 's not even funny anymore i feel nauseous and my throat is killing my throat hurts	1
only one day of work left	1
these days are going well so i ca n't go to the	1
you 're not alone in the uk	1
i'm going out to dinner with the fam	1
nope it 's a good thing	1
sometimes i wish you could come to my house and	1
right i am going to sleep now i think	1
gatwick was great but i was n't invited to the show i had a bad dream last	1
im not sure if it 's just a matter	1
they are so cute i love them	1
oh and i love the new moon trailer i love it	1
and the sun is out and i'm stuck inside	1
wish i was there with u	1
haha i love you so much	1
i am not a fan of the new moon trailer i am	1
my phone died and now my charger wo n't charge	1
i have a feeling i 'll have a sore	1
he 's not even in the top	1
can you please tell me what to get	1
ok i 'll be back soon	1
i have to wait till i can go	1
haha yeah i was just thinking that	1
please do n't let the bedbugs die and get	1
oh and the new album is awesome i	1
i have to go to the doctor	1
haha i love you so so much you 're so cute	1
think i'm gonna go back to sleep now i	1
like a million people who do n't like it	1
nice to see u on here	1
girl i was just thinking about that	1
lots to be done today but it	1
i am so sorry i could not	1
i have a feeling i will be able to make it	1
i'm so glad i did n't have to go back to work	1
of all the people i know who are	1
yeah i know i was n't there but	1
i am so sorry to see you go	1
compelled a new phone to work on my iphone	1
i am so sorry to see that you	1
i am so sorry to hear that	1
i am not a fan of the dark	1
is it possible to get the new	1
my mom is so cute and i love her	1
always a pleasure to be able 2 make it to the show	1
awwww i miss you too i love	1
not sure i 'll get it though i	1
has a new phone and is now	1
i am so tired i ca my sleep	1
is it just me and my friend	1
i have a feeling it wo n't happen	1
ok so i think i might go to sleep	1
first time i was a little kid	1
i'm so sorry to hear that	1
my phone is dead and i have no idea what to do with	1
i am so tired of this stupid	1
night at work and i have a headache and	1
have a good day everybody xx	1
if you 're interested in person i 'll gladly follow you	1
i am so sorry to hear about the passing	1
i am so tired of being unemployed	1
this week i have to go to the dentist and i have to go to work tomorrow	1
redoing the word for the day	1
need a break for the day and i am not	1
i am not sure if it is a sign of a good thing	1
i have a headache i feel nauseous	1
i am not sure i 'll get to go to school	1
on my way home from the gym and i feel so sick	1
i have a feeling i 'll be going home soon	1
eating some cheerios with the fam and the	1
let 's see if it works	1
seriously i do not want the weekend	1
still waiting on the new iphone	1
of course you are a good friend	1
at the airport waiting to go home	1
not a good start to the day	1
keep forgetting about that you 're not the one who follows	1
but i do n't have a phone	1
hey there i am a fan of	1
i have a feeling i 'll have a lot of fun	1
ha ha i was n't expecting it	1
just finished my last day at work today	1
at the airport waiting for the flight	1
i am not sure i can get a job	1
nights are the worst days of my lifee	1
i have to go to the dentist	1
mad at me i just want to go to sleep and wake me up	1
done my first day at the new house	1
but i have to work tomorrow	1
yea i know i know i know	1
amp i do not want to go to school tomorrow i	1
haha yeah i know i was just joking	1
i have to wait till november	1
9 days until my bday is over	1
i am so tired of being sick	1
i am not sure i can do that but i do n't think	1
he is so sweet and i want to see her	1
had to go back home to get some	1
i am not sure if i can make	1
was n't expecting a lot of work to do	1
if i do n't get it	1
great day for a bbq with my family and friends	1
i have to go back home to get my car	1
is it just me and my friend i miss	1
its been a while since we went to the beach and	1
do n't know if i can make a new	1
browsing the new iphone app update to	1
have a great time in the uk	1
i am so tired of being sick	1
it was so nice to see u on twitter	1
can i get a shout out	1
is it just that i have n't been	1
im so sorry i didnt reply to my	1
we 'll have to wait till next year	1
hes so sad and sad i cant go to her	1
jet lag is the worst thing to happen to	1
can i have the recipe for you	1
no one wants 2 talk 2 me anymore i do n't wanna go	1
just got home and it 's a beautiful morning in the neighborhood	1
there 's a spider in the house	1
on the phone with my mom	1
i have to go to the doctor today	1
they are n't even on the trending topic	1
i am so tired i have to work	1
my mom is going to be in the er for a week	1
we 'll have to wait till tomorrow	1
i am so tired i have a	1
i'm so glad you had a good day	1
know what to wear for the summer i need to go shopping and get ready	1
so much to learn for tomorrow	1
my phone is dead so i'm going back to bed and i	1
lol yeah i know but i have	1
going out for dinner and then to	1
my phone died i had to go back to the	1
let me know when u get home	1
i'm going out to eat some dim chicken and watching the hills	1
we 're all in a boat	1
i am so sorry to hear about the air france plane crash passengers	1
does n't want her to leave	1
twitter is down and i have no idea what to do with myself	1
hey i am so glad i got	1
i have a feeling it wo n't be a good one	1
i am not sure if i should be allowed	1
not a fan but i do have to go to	1
at the hospital waiting to go to work and i do not want it	1
down the road with a friend who is going	1
the sun is shining in my room	1
i'm going out for the day	1
why is n't my picture showing	1
yep i know i was just joking and	1
why is it that when you have to be in a car when i	1
i have to go back to work tomorrow and i'm	1
well it was n't that bad but it 's a	1
i am so tired of being unemployed and i ca me	1
bill 's in a few minutes	1
yum yum i think i'm going to go eat	1
i am so tired i ca my sleep patterns i have a sore head and my head hurts so bad	1
i have to go to work tomorrow and i'm so	1
my phone died and i have to get up early tomorrow	1
sometimes it is a great movie to	1
i'm so glad i got to go	1
i'm so glad you 're having a great	1
and i do not know what i am going to do today	1
i am so sorry to see that	1
i am so tired i have to work tomorrow and i have no money to do anything to get me	1
blessings and i 'll have to wait for you to come back to	1
is it possible that you are not following me anymore i	1
this is the last day i will have a job	1
people are just so damn confusing	1
really wants a blackberry but it wo my ipod	1
you are so sweet i am a fan	1
suddenly the last few days are the worst	1
back from a long day at work	1
on the phone with the best friends	1
eating a delicious dinner with my mom and dad	1
sunburnt my tongue on my bike	1
boyfriend 's house is a bit of an empty house	1
my phone is dead and i'm dying	1
i'm going out for a run with the girls	1
i am not a big fan of the new york	1
result is a great idea to get to know	1
please do not let me go to sleep	1
when you 're in the states i will have to wait until you come back	1
do you know what i am doing for the first day	1
now i'm going back home to sleep	1
im so tired i want to go to bed	1
they are n't even on sale yet i	1
i have to wait until i can go home	1
i have a feeling it 's going 2 rain	1
i have to wait till november	1
we 'll have a good day at the beach and	1
yeah i am a little sad	1
i am so tired i ca n't sleep	1
not a fan but it 's a good one	1
it was a good day for a	1
crop is the only one i know i	1
just finished watching the last season	1
hear the new moon trailer on the news of	1
mean i have to go to the dentist	1
i am not sure if i should be able 2 get any sleep	1
turns out i have a lot of homework	1
so much to do so little money	1
i am so sorry to hear about the air	1
i am not a big fan of the dark	1
ca to sleep alllllll day tomorrow and	1
hows the new album coming out	1
watching a movie and eating a bagel and	1
hi there how are u doing today hun	1
this is the first day i 've been in a good	1
ahh my poor little puppy is sick and i have a sore throat	1
thats what i thought was a bad thing to do	1
i have a headache and it hurts	1
a lot of people have been notified to follow	1
ugh i hate being alone in my bed	1
all i can say is i ca	1
the weather is beautiful and i am stuck indoors	1
good luck with your exam today hope it 's not a good thing for	1
how do i manage to sleep	1
i'm so sorry to see that	1
i am so tired i ca n't sleep	1
to bad i have to go back home to get some sleep	1
i have to wait until november to see my	1
i am not sure i 'll be there for a few weeks	1
but it was n't that good	1
i have a feeling it wo me	1
i am not sure i can do it but i do	1
had a good time at the wedding last	1
used to be a good day but it	1
thanks for the follow friday mention	1
hope it 's a great one	1
heading out to a party with my mom and uncle	1
do you have a link to the new iphone	1
i am not sure i can get it to the right side	1
i have a feeling it wo n't happen to my face	1
going out for dinner with my family	1
i have to go to the dentist tomorrow	1
at least you have n't gotten any	1
tried to get my phone back up	1
i have to wait till i get my	1
ampamp i am so sorry to see	1
my mom just called me a bitch and	1
i am so tired i ca my phone charger	1
i am so tired i ca my sleep	1
we 'll be back in a bit	1
atleast you are n't the one that	1
my mom just told me that she 's going to be a student for	1
i am not a big fan	1
i am so tired of this	1
a little bit more to do	1
lol i know but it was a bit	1
yeah i know i was just kidding	1
i am so sorry i could n't make the cut today i was so excited for the new	1
just got back from the gym and	1
not a good start to the day but	1
ahhh i love the new song i just want it to end	1
oh i know i was so excited	1
going out to eat some hotdogs and then to the gym	1
how do you get the picture	1
just got home and i am going to bed now	1
put a smile in the face of the road and the back	1
i have to wait till i get home	1
ho i have to go back to work	1
i am not sure i can do it but it 's a good thing	1
and i do n't have a phone	1
yes i know i am so sorry	1
watching the hills season 1 of the oc	1
dont worry i 'll be back in a bit then	1
so much to learn for tomorrow	1
thank you so much i love it	1
and i do n't have a phone to talk about	1
still have n't seen coraline yet but	1
so much for the day off work today and it was	1
wish you could have been there	1
just got back from the mall	1
having to get up at 6am	1
has a new phone and is not happy with it but it 's not	1
